"y","v","w"
0.517805127931524,0.370300694834441,0.681705381255597
0.860325157275183,0.620288523845375,0.778880476020277
0.816924656778895,0.322945163119584,0.868324977345765
-0.179624376487185,-0.51068731257692,-0.189739446155727
0.139440145154060,-0.249541172757745,0.430332029238343
0.0487913619687649,1.83522248035297,-0.274536121170968
0.258549260264591,3.33340735151432,0.40369413420558
-0.0827962908109768,3.24287699745037,-0.461224985308945
0.566743247810454,3.11173636908643,-0.240882799960673
-0.098238997893954,0.185266907559708,-0.467815336771309
0.493592886784898,0.814939877949655,0.263704187236726
-0.00549900797457001,1.54605729249306,0.702154527418315
0.411329229231949,-0.524183518951759,-0.370126795489341
0.420094377035626,-0.202528852038085,-0.203460580669343
-0.279110916329713,2.92398872645572,0.682928530965
0.369509317015492,0.358477688627318,-0.851778616663069
0.0439570191773161,-0.0472196682821959,-0.480701881926507
0.141795365220921,2.76861369237304,0.523194589652121
0.473318812936345,1.93270331691019,0.698385221417993
0.00379810963331242,0.411124557489529,-0.474119178485125
0.522186830260545,0.162093505263329,-0.116050266195089
0.490317820659705,1.99797958810814,-0.788357118610293
0.0180763325008881,0.0804079414810985,0.331131315324455
0.318556298151809,1.38073107437231,0.60814724676311
0.303583623366228,3.21942554879934,-0.29635443398729
-0.272601697790832,3.06898578628898,-0.541753196157515
0.276576128042911,2.15357552841306,-0.454086362849921
0.192543313234494,2.83902323432267,-0.596622123848647
0.282563647086753,3.03671669657342,-0.301720492076129
0.745282161662224,0.677931026788428,-0.530058222822845
0.466855563916417,0.589691883418709,-0.269955763127655
-0.329553600812523,2.28300023917109,0.442271642386913
-0.0234684524958537,3.01087824138813,-0.847891295328736
-0.462751618157006,0.98505002539605,-0.508347193710506
0.195732278164639,2.59845412662253,0.488795887678862
0.94229154779563,1.9668222530745,0.68969017220661
-0.205368265639316,1.10747364442796,0.281856659799814
0.231611595354206,1.66153471893631,0.803039554972202
0.421912801087477,3.00430181878619,0.667074630968273
0.933338569688332,1.17128501390107,0.320247794967145
0.369903920175349,0.421805118443444,-0.668390263803303
0.266071178198963,-0.0253984357696027,-0.177097009960562
-0.540318686500293,0.0231489036232233,-0.511475739534944
0.729658521442665,-0.262532022548839,0.162163965869695
0.220715223360294,1.27186868200079,-0.753598464187235
-0.122420233951261,2.87742034741677,0.872179969213903
0.788553264722372,0.0662398324348032,-0.105519463308156
0.558826260700905,0.0742873593699187,-0.318428351078182
-0.249067372680335,2.70122404536232,-0.439384972676635
0.267145232281110,1.03591601923108,-0.276192363351583
-0.306208740039375,0.582436301978305,-0.34939134772867
0.304600449757752,2.42999182874337,-0.684774384833872
0.278822419046534,2.77875065547414,-0.463558387942612
-0.086934511989016,1.32599406386726,-0.613558964338154
0.893573333679672,0.950602282304317,-0.598823466803879
0.0848433593226177,0.829316705698147,-0.469796773977578
-0.093859249054882,2.26301033608615,0.456756682600826
0.504031708681227,0.321264936123043,0.11506269313395
0.61282771087127,1.74327115505002,0.291700762696564
0.197934179514161,3.06136680510826,-0.250062830280513
0.263365490281269,0.171765275066718,-0.857941279187799
-0.406799149994881,-0.0830583474598825,-0.750363390427083
-0.0704688414313454,2.18659808719531,0.737139369361103
0.0160439120370411,2.00774978706613,-0.286377762909979
0.380309143016230,2.38165861205198,0.634713580831885
0.261080352089681,2.62766261445358,0.105239829048514
0.341172799684322,0.922014070441946,-0.89345423784107
-0.418782542360284,2.04614938911982,0.495507190935314
-0.400136504613536,2.93928401404992,0.634937938302755
-0.235219166838762,1.1070245327428,-0.468642009422183
0.586154383484226,2.64093671552837,0.32520911609754
-0.0992995606696933,2.12237484380603,0.588460937142372
-0.169769931963010,-0.238267547916621,-0.558730274904519
0.348563621709827,0.49174342979677,-0.25077026290819
0.182196282459646,-0.250184074044228,-0.558309196028858
-0.306209064344207,2.23315269197337,-0.607112498488277
0.185120847976538,2.66868154727854,0.843457245267928
0.641814833539534,2.7110184750054,-0.114347479771823
0.0156115902505294,0.712282211519778,-0.252816538326442
0.212483863372848,0.233315494609997,0.412781393155456
0.184686316498598,2.27137753483839,-0.244051650632173
