"","x","y"
"1",44.6051257942518,61.0637395347536
"2",44.3360801628707,61.218415445748
"3",44.3523859587119,61.4056547064254
"4",44.7274192630614,61.4056547064254
"5",44.9230888131567,61.2672604702725
"6",45.143217057014,61.2346971205895
"7",45.1839815466172,61.0637395347536
"8",45.2573576279029,61.0555986973329
"9",45.2573576279029,60.7706693876064
"10",45.3551924029506,60.7950918998686
"11",45.3633453008713,60.6892610133988
"12",45.5345561572047,60.7055426882403
"13",45.5264032592840,60.4857400778799
"14",45.436721382157,60.4775992404591
"15",45.436721382157,60.347345841727
"16",45.5182503613634,60.3392050043062
"17",45.5182503613634,60.1356840687873
"18",45.436721382157,60.1356840687873
"19",45.436721382157,59.8995997835854
"20",45.5997793405698,59.9077406210061
"21",45.5997793405698,59.810050571957
"22",45.6976141156175,59.8181914093778
"23",45.6976141156175,59.6228113112796
"24",45.5345561572047,59.6065296364381
"25",45.5345561572047,59.443712888023
"26",45.34703950503,59.175065253138
"27",45.1758286486965,59.0855160415097
"28",44.7192663651407,59.0122485047228
"29",44.5235968150454,58.9959668298813
"30",43.9936584502038,59.0855160415097
"31",43.9121294709974,59.2564736273456
"32",43.9284352668387,59.5658254493343
"33",44.0099642460451,59.5658254493343
"34",44.0181171439657,59.8181914093778
"35",44.0833403273308,60.013571507476
"36",44.2953156732675,60.1682474184703
"37",44.2627040815849,60.2496557926779
"38",44.238245387823,60.5752892895082
"39",44.1648693065372,60.6241343140327
"40",44.1077990210928,60.5752892895082
"41",43.9365881647593,60.5752892895082
"42",43.9365881647593,60.4857400778799
"43",43.7898360021878,60.3554866791478
"44",43.8876707772355,60.3392050043062
"45",43.8713649813942,59.8263322467985
"46",43.94474106268,59.8263322467985
"47",43.9365881647593,59.5902479615966
"48",43.7735302063465,59.5983887990173
"49",43.7653773084259,59.4844170751267
"50",43.8550591855529,59.4681354002852
"51",43.8550591855529,59.2646144647663
"52",43.5860135541718,59.1669244157172
"53",43.3984969019971,59.1587835782965
"54",43.1131454747747,59.3460228389739
"55",43.1131454747747,59.7205013603287
"56",43.0316164955683,59.7856280596948
"57",43.0234635976477,59.9972898326344
"58",43.2109802498224,60.347345841727
"59",43.4637200853622,60.7788102250271
"60",43.7816831042672,61.0474578599121
"61",44.2871627753468,61.0555986973329
"62",44.3931504483151,60.9253452986007
"63",44.6051257942518,61.0637395347536
