"","x","y"
"1",-1.81427840327533,2.94726301549009
"2",-2.71708716858598,2.47550632701634
"3",-3.22571182509901,0.758836155070212
"4",-2.70437155217315,-0.99714707424873
"5",-2.95868388042967,-2.25516491017872
"6",-2.97139949684250,-2.93659123797413
"7",3.1956744633781,-2.93659123797413
"8",3.20839007979092,-0.748164377554254
"9",3.00494021718571,-0.368138156283737
"10",2.75062788892919,-0.80058178738467
"11",2.75062788892919,-0.80058178738467
"12",2.29286569806745,0.549166515748547
"13",2.00040652057246,-1.04956448407915
"14",1.52992871329790,0.0249924174443844
"15",1.23746953580290,-1.57373858238331
"16",0.741560495702686,0.640896982951776
"17",0.220220222776822,-0.289512041538112
"18",-0.00866087265404606,1.47957554023843
"19",-0.504569912754259,-1.28544282831602
"20",-1.02591018568012,1.21748849108635
"21",-0.797029090249255,1.28301025337437
"22",-0.797029090249255,1.99064528608499
"23",-1.22936004828534,2.85553254828686
"24",-1.47095676012903,1.54509730252645
"25",-1.47095676012903,-1.04956448407915
"26",-1.80156278686251,-1.03646013162154
"27",-2.53906853880641,0.496749105918131
"28",-2.53906853880641,1.49267989269604
"29",-1.82699401968816,2.93415866303248
